Country,Code,Category,Year,GDP per capita (2015 US$),GNI per capita (2015 US$),"Services, value added per worker (2015 US$)","Industry, value added per worker (2015 US$)",Consumption expenditure per capita (2015 US$),Government expenditure on education (% of GDP),Literacy rate (% of population 15+),"Educational attainment, upper secondary (% of population 25+)","Educational attainment, Bachelor's (% of population 25+)","Educational attainment, Doctoral (% of population 25+)","CO2 emissions per $ of GDP (kg, 2015 US$)",CO2 emissions per capita (tons),Greenhouse gas emissions per capita (tons of CO2 equiv.),GDP per kg of oil equiv. of energy use (2017 PPP $),Renewable energy consumption (% of energy consumption)
Kyrgyz Republic,KGZ,economy,2018,1198.0,1158.0,2752.0,3595.0,1255.0,,,,,,,,,,
Kyrgyz Republic,KGZ,economy,2019,1227.0,1106.0,2774.0,3727.0,1238.0,,,,,,,,,,
Kyrgyz Republic,KGZ,economy,2020,1103.0,1062.0,,,1134.0,,,,,,,,,,
Kyrgyz Republic,KGZ,economy,2021,1151.0,1056.0,,,1302.0,,,,,,,,,,
Kyrgyz Republic,KGZ,economy,2022,1212.0,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1960,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1961,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1962,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1963,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1964,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1965,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1966,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1967,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1968,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1969,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1970,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1971,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1972,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1973,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1974,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1975,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1976,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1977,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1978,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1979,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1980,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1981,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1982,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1983,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1984,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1985,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1986,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1987,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1988,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1989,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1990,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1991,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1992,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1993,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1994,,,,,,5.59,,,,,,,,,
Kyrgyz Republic,KGZ,education,1995,,,,,,6.16,,,,,,,,,
Kyrgyz Republic,KGZ,education,1996,,,,,,4.9,,,,,,,,,
Kyrgyz Republic,KGZ,education,1997,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,education,1998,,,,,,4.92,,,,,,,,,
Kyrgyz Republic,KGZ,education,1999,,,,,,4.09,98.7,76.97,,,,,,,
Kyrgyz Republic,KGZ,education,2000,,,,,,3.51,,,,,,,,,
Kyrgyz Republic,KGZ,education,2001,,,,,,3.85,,,,,,,,,
Kyrgyz Republic,KGZ,education,2002,,,,,,4.45,,,,,,,,,
Kyrgyz Republic,KGZ,education,2003,,,,,,4.48,,,,,,,,,
Kyrgyz Republic,KGZ,education,2004,,,,,,4.62,,,,,,,,,
Kyrgyz Republic,KGZ,education,2005,,,,,,4.87,,,,,,,,,
Kyrgyz Republic,KGZ,education,2006,,,,,,5.55,,,,,,,,,
Kyrgyz Republic,KGZ,education,2007,,,,,,6.47,,,,,,,,,
Kyrgyz Republic,KGZ,education,2008,,,,,,5.91,,,,,,,,,
Kyrgyz Republic,KGZ,education,2009,,,,,,6.23,99.24,88.37,16.2,0.03,,,,,
Kyrgyz Republic,KGZ,education,2010,,,,,,5.82,,,,,,,,,
Kyrgyz Republic,KGZ,education,2011,,,,,,6.79,,,,,,,,,
Kyrgyz Republic,KGZ,education,2012,,,,,,7.38,,,,,,,,,
Kyrgyz Republic,KGZ,education,2013,,,,,,6.78,,,,,,,,,
Kyrgyz Republic,KGZ,education,2014,,,,,,5.53,,,,,,,,,
Kyrgyz Republic,KGZ,education,2015,,,,,,5.99,,,,,,,,,
Kyrgyz Republic,KGZ,education,2016,,,,,,6.59,,,,,,,,,
Kyrgyz Republic,KGZ,education,2017,,,,,,6.03,,,,,,,,,
Kyrgyz Republic,KGZ,education,2018,,,,,,5.55,,65.32,24.26,,,,,,
Kyrgyz Republic,KGZ,education,2019,,,,,,5.37,99.6,,,,,,,,
Kyrgyz Republic,KGZ,education,2020,,,,,,6.09,,,,,,,,,
Kyrgyz Republic,KGZ,education,2021,,,,,,6.53,,,,,,,,,
Kyrgyz Republic,KGZ,education,2022,,,,,,7.96,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1960,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1961,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1962,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1963,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1964,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1965,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1966,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1967,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1968,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1969,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1970,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1971,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1972,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1973,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1974,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1975,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1976,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1977,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1978,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1979,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1980,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1981,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1982,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1983,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1984,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1985,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1986,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1987,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1988,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1989,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,1990,,,,,,,,,,,4.31,5.18,7.38,3.03,7.93
Kyrgyz Republic,KGZ,environment,1991,,,,,,,,,,,4.2,4.58,6.75,3.07,9.02
Kyrgyz Republic,KGZ,environment,1992,,,,,,,,,,,3.28,3.05,4.99,3.61,12.99
Kyrgyz Republic,KGZ,environment,1993,,,,,,,,,,,2.84,2.23,3.93,3.92,16.2
Kyrgyz Republic,KGZ,environment,1994,,,,,,,,,,,2.31,1.45,2.79,4.34,26.51
Kyrgyz Republic,KGZ,environment,1995,,,,,,,,,,,1.72,1.01,2.17,4.82,34.97
Kyrgyz Republic,KGZ,environment,1996,,,,,,,,,,,2.01,1.24,2.34,4.46,29.49
Kyrgyz Republic,KGZ,environment,1997,,,,,,,,,,,1.8,1.21,2.27,5.21,28.75
Kyrgyz Republic,KGZ,environment,1998,,,,,,,,,,,1.87,1.26,2.29,5.0,25.07
Kyrgyz Republic,KGZ,environment,1999,,,,,,,,,,,1.43,0.99,1.97,5.93,34.54
Kyrgyz Republic,KGZ,environment,2000,,,,,,,,,,,1.32,0.95,1.93,6.5,35.16
Kyrgyz Republic,KGZ,environment,2001,,,,,,,,,,,1.07,0.8,1.8,7.37,36.0
Kyrgyz Republic,KGZ,environment,2002,,,,,,,,,,,1.34,0.99,1.97,6.56,28.3
Kyrgyz Republic,KGZ,environment,2003,,,,,,,,,,,1.41,1.11,2.08,6.59,30.51
Kyrgyz Republic,KGZ,environment,2004,,,,,,,,,,,1.31,1.09,2.08,7.16,27.71
Kyrgyz Republic,KGZ,environment,2005,,,,,,,,,,,1.25,1.03,2.0,7.06,28.03
Kyrgyz Republic,KGZ,environment,2006,,,,,,,,,,,1.23,1.03,2.0,7.39,27.76
Kyrgyz Republic,KGZ,environment,2007,,,,,,,,,,,1.37,1.23,2.21,6.88,24.49
Kyrgyz Republic,KGZ,environment,2008,,,,,,,,,,,1.45,1.4,2.4,6.97,22.04
Kyrgyz Republic,KGZ,environment,2009,,,,,,,,,,,1.27,1.25,2.3,7.86,24.73
Kyrgyz Republic,KGZ,environment,2010,,,,,,,,,,,1.21,1.17,2.22,8.19,25.59
Kyrgyz Republic,KGZ,environment,2011,,,,,,,,,,,1.38,1.39,2.45,7.22,25.95
Kyrgyz Republic,KGZ,environment,2012,,,,,,,,,,,1.82,1.81,2.88,5.78,22.45
Kyrgyz Republic,KGZ,environment,2013,,,,,,,,,,,1.53,1.65,2.73,6.71,24.81
Kyrgyz Republic,KGZ,environment,2014,,,,,,,,,,,1.53,1.69,2.79,7.26,26.6
Kyrgyz Republic,KGZ,environment,2015,,,,,,,,,,,1.54,1.72,2.79,,23.51
Kyrgyz Republic,KGZ,environment,2016,,,,,,,,,,,1.39,1.59,2.66,,22.16
Kyrgyz Republic,KGZ,environment,2017,,,,,,,,,,,1.29,1.52,2.58,,24.73
Kyrgyz Republic,KGZ,environment,2018,,,,,,,,,,,1.49,1.79,2.87,,23.39
Kyrgyz Republic,KGZ,environment,2019,,,,,,,,,,,1.26,1.55,2.62,,28.31
Kyrgyz Republic,KGZ,environment,2020,,,,,,,,,,,1.25,1.38,2.45,,30.04
Kyrgyz Republic,KGZ,environment,2021,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,environment,2022,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1960,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1961,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1962,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1963,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1964,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1965,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1966,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1967,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1968,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1969,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1970,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1971,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1972,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1973,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1974,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1975,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1976,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1977,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1978,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1979,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1980,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1981,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1982,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1983,,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1984,580.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1985,592.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1986,604.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1987,579.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1988,551.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1989,611.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1990,634.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1991,643.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1992,660.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1993,681.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1994,718.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1995,750.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1996,783.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1997,819.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1998,836.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,1999,882.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,2000,917.0,888.0,,6656.0,622.0,,,,,,,,,,
Lao PDR,LAO,economy,2001,954.0,923.0,,6742.0,728.0,,,,,,,,,,
Lao PDR,LAO,economy,2002,995.0,964.0,,6846.0,734.0,,,,,,,,,,
Lao PDR,LAO,economy,2003,1040.0,990.0,,7520.0,814.0,,,,,,,,,,
Lao PDR,LAO,economy,2004,1091.0,1051.0,,7508.0,889.0,,,,,,,,,,
Lao PDR,LAO,economy,2005,1152.0,1126.0,,7740.0,944.0,,,,,,,,,,
Lao PDR,LAO,economy,2006,1232.0,1163.0,,8500.0,977.0,,,,,,,,,,
Lao PDR,LAO,economy,2007,1304.0,1260.0,,8072.0,974.0,,,,,,,,,,
Lao PDR,LAO,economy,2008,1385.0,1321.0,,8403.0,1111.0,,,,,,,,,,
Lao PDR,LAO,economy,2009,1466.0,1425.0,,8661.0,1225.0,,,,,,,,,,
Lao PDR,LAO,economy,2010,1568.0,1469.0,,9552.0,1379.0,,,,,,,,,,
Lao PDR,LAO,economy,2011,1669.0,1549.0,,10177.0,1420.0,,,,,,,,,,
Lao PDR,LAO,economy,2012,1777.0,1671.0,7152.0,10395.0,1616.0,,,,,,,,,,
Lao PDR,LAO,economy,2013,1893.0,1791.0,7420.0,10277.0,1748.0,,,,,,,,,,
Lao PDR,LAO,economy,2014,2010.0,1920.0,7564.0,10482.0,1780.0,,,,,,,,,,
Lao PDR,LAO,economy,2015,2125.0,2031.0,7796.0,10421.0,1835.0,,,,,,,,,,
Lao PDR,LAO,economy,2016,2240.0,2138.0,7818.0,11065.0,1874.0,,,,,,,,,,
Lao PDR,LAO,economy,2017,2358.0,,7830.0,11517.0,,,,,,,,,,,
Lao PDR,LAO,economy,2018,2468.0,,8041.0,11487.0,,,,,,,,,,,
Lao PDR,LAO,economy,2019,2564.0,,8215.0,11628.0,,,,,,,,,,,
Lao PDR,LAO,economy,2020,2539.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,2021,2566.0,,,,,,,,,,,,,,
Lao PDR,LAO,economy,2022,2599.0,,,,,,,,,,,,,,
Lao PDR,LAO,education,1960,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1961,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1962,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1963,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1964,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1965,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1966,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1967,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1968,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1969,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1970,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1971,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1972,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1973,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1974,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1975,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1976,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1977,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1978,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1979,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1980,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1981,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1982,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1983,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1984,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1985,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1986,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1987,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1988,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1989,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1990,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1991,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1992,,,,,,2.33,,,,,,,,,
Lao PDR,LAO,education,1993,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1994,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1995,,,,,,,60.25,,,,,,,,
Lao PDR,LAO,education,1996,,,,,,2.43,,,,,,,,,
Lao PDR,LAO,education,1997,,,,,,2.13,,,,,,,,,
Lao PDR,LAO,education,1998,,,,,,,,,,,,,,,
Lao PDR,LAO,education,1999,,,,,,,,,,,,,,,
Lao PDR,LAO,education,2000,,,,,,1.5,69.58,,,,,,,,
Lao PDR,LAO,education,2001,,,,,,1.99,68.73,,,,,,,,
Lao PDR,LAO,education,2002,,,,,,2.83,,,,,,,,,
Lao PDR,LAO,education,2003,,,,,,,,,,,,,,,
Lao PDR,LAO,education,2004,,,,,,2.41,,,,,,,,,
Lao PDR,LAO,education,2005,,,,,,2.41,72.7,,,,,,,,
Lao PDR,LAO,education,2006,,,,,,2.96,,,,,,,,,
Lao PDR,LAO,education,2007,,,,,,3.08,,,,,,,,,
Lao PDR,LAO,education,2008,,,,,,2.28,,,,,,,,,
Lao PDR,LAO,education,2009,,,,,,1.65,,,,,,,,,
Lao PDR,LAO,education,2010,,,,,,1.71,,,,,,,,,
Lao PDR,LAO,education,2011,,,,,,1.71,58.29,,,,,,,,
Lao PDR,LAO,education,2012,,,,,,1.82,,,,,,,,,
Lao PDR,LAO,education,2013,,,,,,3.23,,,,,,,,,
Lao PDR,LAO,education,2014,,,,,,2.94,,,,,,,,,
Lao PDR,LAO,education,2015,,,,,,2.74,84.66,,,,,,,,
Lao PDR,LAO,education,2016,,,,,,2.77,,,,,,,,,
Lao PDR,LAO,education,2017,,,,,,2.5,,14.64,5.15,,,,,,
Lao PDR,LAO,education,2018,,,,,,2.34,,,,,,,,,
Lao PDR,LAO,education,2019,,,,,,2.12,,,,,,,,,
Lao PDR,LAO,education,2020,,,,,,1.92,,,,,,,,,
Lao PDR,LAO,education,2021,,,,,,1.86,,,,,,,,,
Lao PDR,LAO,education,2022,,,,,,1.39,87.52,,,,,,,,
Lao PDR,LAO,environment,1960,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1961,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1962,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1963,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1964,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1965,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1966,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1967,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1968,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1969,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1970,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1971,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1972,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1973,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1974,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1975,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1976,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1977,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1978,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1979,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1980,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1981,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1982,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1983,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1984,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1985,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1986,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1987,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1988,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1989,,,,,,,,,,,,,,,
Lao PDR,LAO,environment,1990,,,,,,,,,,,0.19,0.12,1.58,,88.4
Lao PDR,LAO,environment,1991,,,,,,,,,,,0.19,0.12,1.51,,88.03
Lao PDR,LAO,environment,1992,,,,,,,,,,,0.2,0.13,1.54,,86.98
Lao PDR,LAO,environment,1993,,,,,,,,,,,0.19,0.13,1.5,,86.72
Lao PDR,LAO,environment,1994,,,,,,,,,,,0.18,0.13,1.54,,86.29
Lao PDR,LAO,environment,1995,,,,,,,,,,,0.18,0.14,1.51,,85.63
Lao PDR,LAO,environment,1996,,,,,,,,,,,0.2,0.15,1.49,,84.92
Lao PDR,LAO,environment,1997,,,,,,,,,,,0.2,0.16,1.5,,84.57
Lao PDR,LAO,environment,1998,,,,,,,,,,,0.19,0.16,1.39,,86.56
Lao PDR,LAO,environment,1999,,,,,,,,,,,0.19,0.16,1.35,,86.62
Lao PDR,LAO,environment,2000,,,,,,,,,,,0.18,0.17,1.47,,81.54
Lao PDR,LAO,environment,2001,,,,,,,,,,,0.19,0.18,1.5,,81.09
Lao PDR,LAO,environment,2002,,,,,,,,,,,0.2,0.2,1.53,,80.19
Lao PDR,LAO,environment,2003,,,,,,,,,,,0.19,0.2,1.55,,78.74
Lao PDR,LAO,environment,2004,,,,,,,,,,,0.19,0.21,1.61,,73.98
Lao PDR,LAO,environment,2005,,,,,,,,,,,0.19,0.21,1.58,,73.93
Lao PDR,LAO,environment,2006,,,,,,,,,,,0.22,0.28,1.62,,69.81
Lao PDR,LAO,environment,2007,,,,,,,,,,,0.22,0.29,1.68,,70.67
Lao PDR,LAO,environment,2008,,,,,,,,,,,0.24,0.33,1.73,,69.27
Lao PDR,LAO,environment,2009,,,,,,,,,,,0.28,0.41,1.84,,66.45
Lao PDR,LAO,environment,2010,,,,,,,,,,,0.29,0.45,1.96,,64.85
Lao PDR,LAO,environment,2011,,,,,,,,,,,0.28,0.47,1.89,,63.63
Lao PDR,LAO,environment,2012,,,,,,,,,,,0.28,0.5,2.01,,62.36
Lao PDR,LAO,environment,2013,,,,,,,,,,,0.33,0.63,2.13,,58.57
Lao PDR,LAO,environment,2014,,,,,,,,,,,0.32,0.65,2.15,,58.25
Lao PDR,LAO,environment,2015,,,,,,,,,,,0.62,1.31,2.84,,53.27
Lao PDR,LAO,environment,2016,,,,,,,,,,,1.02,2.28,3.85,,51.7
Lao PDR,LAO,environment,2017,,,,,,,,,,,1.15,2.72,4.26,,50.58
Lao PDR,LAO,environment,2018,,,,,,,,,,,1.12,2.77,4.25,,50.21
Lao PDR,LAO,environment,2019,,,,,,,,,,,1.04,2.66,4.16,,48.72
Lao PDR,LAO,environment,2020,,,,,,,,,,,1.03,2.62,4.17,,49.91
Lao PDR,LAO,environment,2021,,,,,,,,,,,,,,,50.01
Lao PDR,LAO,environment,2022,,,,,,,,,,,,,,,
Latvia,LVA,economy,1960,,,,,,,,,,,,,,,
Latvia,LVA,economy,1961,,,,,,,,,,,,,,,
Latvia,LVA,economy,1962,,,,,,,,,,,,,,,
Latvia,LVA,economy,1963,,,,,,,,,,,,,,,
Latvia,LVA,economy,1964,,,,,,,,,,,,,,,
Latvia,LVA,economy,1965,,,,,,,,,,,,,,,
Latvia,LVA,economy,1966,,,,,,,,,,,,,,,
Latvia,LVA,economy,1967,,,,,,,,,,,,,,,
Latvia,LVA,economy,1968,,,,,,,,,,,,,,,
Latvia,LVA,economy,1969,,,,,,,,,,,,,,,
Latvia,LVA,economy,1970,,,,,,,,,,,,,,,
Latvia,LVA,economy,1971,,,,,,,,,,,,,,,
Latvia,LVA,economy,1972,,,,,,,,,,,,,,,
Latvia,LVA,economy,1973,,,,,,,,,,,,,,,
Latvia,LVA,economy,1974,,,,,,,,,,,,,,,
Latvia,LVA,economy,1975,,,,,,,,,,,,,,,
Latvia,LVA,economy,1976,,,,,,,,,,,,,,,
Latvia,LVA,economy,1977,,,,,,,,,,,,,,,
Latvia,LVA,economy,1978,,,,,,,,,,,,,,,
Latvia,LVA,economy,1979,,,,,,,,,,,,,,,
Latvia,LVA,economy,1980,,,,,,,,,,,,,,,
Latvia,LVA,economy,1981,,,,,,,,,,,,,,,
Latvia,LVA,economy,1982,,,,,,,,,,,,,,,
Latvia,LVA,economy,1983,,,,,,,,,,,,,,,
Latvia,LVA,economy,1984,,,,,,,,,,,,,,,
Latvia,LVA,economy,1985,,,,,,,,,,,,,,,
Latvia,LVA,economy,1986,,,,,,,,,,,,,,,
Latvia,LVA,economy,1987,,,,,,,,,,,,,,,
Latvia,LVA,economy,1988,,,,,,,,,,,,,,,
Latvia,LVA,economy,1989,,,,,,,,,,,,,,,
Latvia,LVA,economy,1990,,,,,,,,,,,,,,,
Latvia,LVA,economy,1991,,,,,,,,,,,,,,,
Latvia,LVA,economy,1992,,,,,,,,,,,,,,,
Latvia,LVA,economy,1993,,,,,,,,,,,,,,,
Latvia,LVA,economy,1994,,,,,,,,,,,,,,,
Latvia,LVA,economy,1995,4970.0,5006.0,13202.0,11368.0,4546.0,,,,,,,,,,
Latvia,LVA,economy,1996,5156.0,5189.0,13892.0,12317.0,4719.0,,,,,,,,,,
Latvia,LVA,economy,1997,5668.0,5709.0,14728.0,13758.0,5005.0,,,,,,,,,,
Latvia,LVA,economy,1998,6084.0,6123.0,15698.0,14265.0,5234.0,,,,,,,,,,
Latvia,LVA,economy,1999,6303.0,6244.0,15958.0,15159.0,5415.0,,,,,,,,,,
Latvia,LVA,economy,2000,6725.0,6717.0,17004.0,15477.0,5509.0,,,,,,,,,,
Latvia,LVA,economy,2001,7244.0,7265.0,18104.0,16435.0,5862.0,,,,,,,,,,
Latvia,LVA,economy,2002,7848.0,7860.0,18724.0,18374.0,6265.0,,,,,,,,,,
